title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords
13 Ghosts,William Castle,1960,United States,36,41%,https://resizing.flixster.com/4221xuv5kJWc6vjkF-qMbkjLgYo=/206x305/v1.bTsxMTIxMDk1MjtqOzE3MzY0OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/13_ghosts,6.1,ghost::haunted house
Atom Age Vampire,Anton Giulio Majano,1960,Italy,,6%,https://resizing.flixster.com/ICA3ek2sSP4C0RRmz0Na2J6aqcU=/206x305/v1.bTsxMjE5MzE1OTtqOzE3Mjg2OzEyMDA7MTUxMzsyMTg0,https://rottentomatoes.com/m/atom_age_vampire,3.7,
Black Sunday,Mario Bava,1960,Italy,85,77%,https://resizing.flixster.com/IQVKzpU--hBZq12xXN5tAzTC4yc=/206x305/v1.bTsxMTIxMTA3MjtqOzE3MzY0OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/black_sunday,7.3,vampire::witchcraft::graveyard::satanism
Blood and Roses,Roger Vadim,1960,France & Italy,,36%,https://resizing.flixster.com/pAmrcoRJbF0-qSKyGO_-Ojpp1ng=/206x305/v1.bTs1MDkzMzAzO2o7MTczMzg7MTIwMDszNTA7NDY2,https://rottentomatoes.com/m/blood_and_roses,6.7,vampire::haunting::based on novel
The Brides of Dracula,Terence Fisher,1960,United Kingdom,73,62%,https://resizing.flixster.com/otOaSg3PJjCzSKNBy6pmpVtE7m8=/206x305/v1.bTsxMjE4OTQ1NjtqOzE3Mjg2OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/brides_of_dracula,6.8,vampire
Circus of Horrors,Sidney Hayers,1960,United Kingdom,,,https://resizing.flixster.com/lYp5GkW0Y4o77CXaQKGoeySZo2g=/206x305/v1.bTsxMjEzMjA4NDtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/circus_of_horrors,6.2,
The City of the Dead,John Llewellyn Moxey,1960,United Kingdom,,60%,https://resizing.flixster.com/rT4enyTSx02E-zSLGOOxKkLBrjg=/206x305/v1.bTsxMTE3MDM5NztqOzE3MzY0OzEyMDA7MjE0OzMxNw,https://rottentomatoes.com/m/the_city_of_the_dead_1961,6.9,witchcraft::devil::hotel::graveyard
Eyes Without a Face,Georges Franju,1960,France & Italy,,,,,7.8,graveyard::gore::based on novel
The Flesh and the Fiends,John Gilling,1960,United Kingdom,,,,,7.1,
The Ghost Cat of Otama Pond,Yoshihiro Ishikawa,1960,Japan,,,,,6.4,
The Hands of Orlac,Edmond T. Greville,1960,France & United Kingdom,,33%,https://resizing.flixster.com/Mg4OAJe701lcOWJOSD6GPtRRrFY=/206x305/v1.bTsxMjExMjkyNTtqOzE3Mjg1OzEyMDA7Nzg7MTQw,https://rottentomatoes.com/m/1056118-hands_of_orlac,,
Horrors of Spider Island,Fritz B&ouml;ttger,1960,West Germany,,19%,https://resizing.flixster.com/SNwO1CkMdu-ZRSVk0i2nW0TLhjQ=/206x305/v1.bTsxMjE5MDg1NztqOzE3Mjg2OzEyMDA7MTU2MzsyMTY5,https://rottentomatoes.com/m/horrors_of_spider_island,2.4,
House of Usher,Roger Corman,1960,United States,90,73%,https://resizing.flixster.com/moAwq7rS8mRrVvPHs16aG-4bK8Q=/206x305/v1.bTsxMjIwMjIxNztqOzE3Mjg2OzEyMDA7MzI5OzQ3NQ,https://rottentomatoes.com/m/the_fall_of_the_house_of_usher_1960,7.0,ghost
The Housemaid,Kim Ki-young,1960,South Korea,,78%,https://resizing.flixster.com/9fatAujYp3drMfulCk-7BsmZ06o=/206x305/v1.bTsxMjE5NDMzNztqOzE3Mjg2OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/hanyo,,
The Hypnotic Eye,George Blair,1960,United States,,30%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/771314189,5.8,
Jigoku,Nobuo Nakagawa,1960,Japan,,60%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/jigoku,,
The Leech Woman,Edward Dein,1960,United States,,12%,https://resizing.flixster.com/bX_QAfu8ZB0PgXdoyhvX00qBV0M=/206x305/v1.bTsxMTIzMjk0ODtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/leech_woman,4.3,
The Little Shop of Horrors,Roger Corman,1960,United States,92,55%,https://resizing.flixster.com/x2uy-7zpWQ96IwXfxq97WEkmeXU=/206x305/v1.bTsxMjM1NjQwODtqOzE3Mjg4OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/1012514-little_shop_of_horrors,6.3,
Mill of the Stone Women,Giorgio Ferroni,1960,France & Italy,,55%,https://resizing.flixster.com/iRexPtaRX7fsQsaivd212079qwo=/206x305/v1.bTsxMTYyMDI5MDtqOzE3MzY5OzEyMDA7NDU2OzY0OA,https://rottentomatoes.com/m/mill_of_the_stone_women,6.7,
Peeping Tom,Michael Powell,1960,United Kingdom,96,85%,https://resizing.flixster.com/L9sAlpmzXfEltUI7FOJ5wJ1xy-A=/206x305/v1.bTsxMTI5MzMzNztqOzE3MzY1OzEyMDA7MTAzMjsxMzc2,https://rottentomatoes.com/m/peeping_tom_1960,7.7,
The Playgirls and the Vampire,Piero Regnoli,1960,Italy,,,,,5.2,vampire
Psycho,Alfred Hitchcock,1960,United States,96,94%,https://resizing.flixster.com/rqHKhF0e9-DMvTIoKG6Sg1Sqa28=/206x305/v1.bTsxMTE3Nzc5NztqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/psycho,8.5,hotel::slasher::based on novel
The Stranglers of Bombay,Terence Fisher,1960,United Kingdom & United States,,,,,,
The Tell-Tale Heart,Ernest Morris,1960,United Kingdom,,,,,,
Tormented,Bert I. Gordon,1960,United States,,16%,https://resizing.flixster.com/A0t36MlzTfnPpiPp3podHhdn_pM=/206x305/v1.bTsxMTIxOTIzOTtqOzE3MzY0OzEyMDA7MTUxMjsyMTM3,https://rottentomatoes.com/m/tormented,,
The Two Faces of Dr. Jekyll,Terence Fisher,1960,United States & United Kingdom,,54%,https://resizing.flixster.com/tTeAqhxsfYAqTBPWVE197t12abo=/206x305/v1.bTsxMjExMjkyNztqOzE3Mjg1OzEyMDA7Nzc7MTQw,https://rottentomatoes.com/m/two_faces_of_dr_jekyll,6.5,snake::based on novel
The Vampire and the Ballerina,Renato Polselli,1960,Italy,,,,,5.8,vampire
Village of the Damned,Wolf Rilla,1960,United Kingdom,96,76%,https://resizing.flixster.com/K1cUXnpurqPgHnSi5K3wB6fXP_w=/206x305/v1.bTsxMTI5NDg3NTtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1022823-village_of_the_damned,,
The Witch's Curse,Guido Brignone,1960,Italy,,,,,,
The World of Vampires,Alfonso Corona Blake,1960,Mexico,,,,,,
The Beast of Yucca Flats,Coleman Francis,1961,United States,,7%,https://resizing.flixster.com/A0JnSpvmqq6PJr5so-DR9SSpJRo=/206x305/v1.bTsxMTIxMzM3NTtqOzE3MzY0OzEyMDA7ODU4OzEyMTU,https://rottentomatoes.com/m/beast_of_yucca_flats,2.4,monster
The Brainiac,Chano Urueta,1961,Mexico,,,,,,
Creature from the Haunted Sea,Roger Corman,1961,United States,,20%,https://resizing.flixster.com/dNlcrweAd_Za6eFBx4nHK7Zl7Yk=/206x305/v1.bTsxMTIxNzc3MDtqOzE3MzY0OzEyMDA7MTkwODsyNTQ0,https://rottentomatoes.com/m/creature_from_the_haunted_sea,3.4,monster
The Curse of the Crying Woman,Rafael Baledon,1961,Mexico,,,https://resizing.flixster.com/2Zl6M0tkTRt2ZMm9PhzxdcpINls=/206x305/v1.bTsxMjE0MjI2NjtqOzE3Mjg1OzEyMDA7MTQ0OzE3MQ,https://rottentomatoes.com/m/curse_of_the_crying_woman,,
The Curse of the Werewolf,Terence Fisher,1961,United Kingdom & United States,60,59%,https://resizing.flixster.com/lUcGQdXM_AAtVDxc2_e74GQtOBk=/206x305/v1.bTsxMjEwMzc4MTtqOzE3Mjg1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_curse_of_the_werewolf,6.8,werewolf::monster::based on novel
Doctor Blood's Coffin,Sidney J. Furie,1961,United Kingdom & United States,,5%,https://resizing.flixster.com/vKBpOlJdUiKXocG37eD5A1qJd9U=/206x305/v1.bTsxMjE5MTQ3NjtqOzE3Mjg2OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/doctor_bloods_coffin,4.8,
Homicidal,William Castle,1961,United States,78,65%,https://resizing.flixster.com/Yi8Ddt6YTylvhCRju8whnefKRXU=/206x305/v1.bTsxMTIxMTE2MjtqOzE3MzY0OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/homicidal,6.9,
The Innocents,Jack Clayton,1961,United Kingdom,96,86%,https://resizing.flixster.com/nuyWQ8h7C8ui9N8ZV4aOACJhaUs=/206x305/v1.bTsyODU2OTM7ajsxNzI4MzsxMjAwOzM1Mjs1MDA,https://rottentomatoes.com/m/1099622-innocents,,
Konga,John Lemont,1961,United Kingdom & United States,33,17%,https://resizing.flixster.com/_khoHCQsGUbEbj4RcEfQAl2lu4g=/206x305/v1.bTsxMTIwOTI4MjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/konga,,
Maciste in the Land of the Cyclops,Antonio Leonviola,1961,Italy,,,,,4.8,monster
The Mask,Julian Roffman,1961,Canada,,,,,,
Mr. Sardonicus,William Castle,1961,United States,33,52%,https://resizing.flixster.com/kzqMIukYP_-uUsHw1_zkFyfAEgA=/206x305/v1.bTsxMTIwNTkwNjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/mr_sardonicus,6.7,graveyard
The Pit and the Pendulum,Roger Corman,1961,United States,83,73%,https://resizing.flixster.com/9muk_IZkF-1wVSicS9xEQYTY944=/206x305/v1.bTsxMTI5MjY3NTtqOzE3MzY1OzEyMDA7MTA0NzsxMzk2,https://rottentomatoes.com/m/1016369-pit_and_the_pendulum,7.1,
Shadow of the Cat,John Gilling,1961,United Kingdom & United States,,50%,https://resizing.flixster.com/DdHhIeuSWiQeKVvdv7nQhSA-4GU=/206x305/v1.bTsxMjEwOTE4MDtqOzE3Mjg1OzEyMDA7MTkxNzsyOTI1,https://rottentomatoes.com/m/the_shadow_of_the_cat,,
Werewolf in a Girls' Dormitory,Paolo Heusch,1961,Italy,,11%,https://resizing.flixster.com/Br9-RFNFFE0wH5wlRdORBlKZai8=/206x305/v1.bTsxMTIzNjEwOTtqOzE3MzY1OzEyMDA7MTQ5MzsyMTI5,https://rottentomatoes.com/m/werewolf-in-a-girls-dormitory-lycanthropus,4.8,werewolf
The Awful Dr. Orloff,Jes&uacute;s Franco,1962,France & Spain,,,,,6.2,based on novel
The Brain That Wouldn't Die,Joseph Green,1962,United States,33,27%,https://resizing.flixster.com/GWyjreh2llX3u8FlCiIHuet71cA=/206x305/v1.bTsxMTI5Mjg4NTtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/brain-that-wouldnt-die,4.1,gore::monster
The Cabinet of Caligari,Roger Kay,1962,United States & United Kingdom,,24%,https://resizing.flixster.com/Ign9O0RCbX65qTA0hDvV2zpaGHM=/206x305/v1.bTsxMTIyNzE4MjtqOzE3MzY0OzEyMDA7MTYxNDsyMTUy,https://rottentomatoes.com/m/the_cabinet_of_caligari,,
Captain Clegg,Peter Graham Scott,1962,United Kingdom,,63%,https://resizing.flixster.com/u6FVdzNzL5-66Q5yXraCFDZM7wo=/206x305/v1.bTsxMjI3NzA0NDtqOzE3Mjg3OzEyMDA7MTk5ODsyNjY0,https://rottentomatoes.com/m/captain_clegg,6.9,ghost::based on novel
Carnival of Souls,Herk Harvey,1962,United States,85,73%,https://resizing.flixster.com/Hb0ag-oZI7yd0j4mGq6iclW1P7g=/206x305/v1.bTsxMTIxMTEzNztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/carnival_of_souls,7.2,zombie::ghost::haunting
The Day of the Triffids,Steve Sekely,1962,United Kingdom,,,,,,
Hands of a Stranger,Newt Arnold,1962,United States,,14%,https://resizing.flixster.com/UEcuJqjw06IrELmuFUCrgsdtTIY=/206x305/v1.bTsxMTU0NDAyNztqOzE3MzY4OzEyMDA7NTk3OzEwODc,https://rottentomatoes.com/m/hands_of_a_stranger_1962,,
The Horrible Dr. Hichcock,Riccardo Freda,1962,Italy,,,,,6.8,
Night of the Eagle,Sidney Hayers,1962,United Kingdom,75,68%,https://resizing.flixster.com/0sZHDJS3892C0YF9DemFLZFrnJw=/206x305/v1.bTsxMjExMDk5OTtqOzE3Mjg1OzEyMDA7NTk0OzEwNzg,https://rottentomatoes.com/m/burn_witch_burn,7.0,witchcraft::based on novel
The Phantom of the Opera,Terence Fisher,1962,United Kingdom,,50%,https://resizing.flixster.com/WKQFrsmRUHORmQ90xtNgxH1ckDU=/206x305/v1.bTsxMTYxOTgyNjtqOzE3MzY5OzEyMDA7NjA2OzgwOA,https://rottentomatoes.com/m/1059258-phantom_of_the_opera,,
The Premature Burial,Roger Corman,1962,United States,50,44%,https://resizing.flixster.com/u1AnNWLpC9_5QoWCgqb-zfy775M=/206x305/v1.bTsxMTYyMzc0NjtqOzE3MzY5OzEyMDA7Nzk4OzEwNjQ,https://rottentomatoes.com/m/the_premature_burial,6.6,graveyard
The Sadistic Baron von Klaus,Jes&uacute;s Franco,1962,Spain & France,,33%,https://resizing.flixster.com/H_i-8i01Vre8eTTUHeEr9LPT8Xk=/206x305/v1.bTsxMjExMjc3OTtqOzE3Mjg1OzEyMDA7OTk7MTQw,https://rottentomatoes.com/m/sadistic_baron_von_klaus,6.1,
Slaughter of the Vampires,Roberto Mauri,1962,Italy,,13%,https://resizing.flixster.com/Q0ICeutR_rNPU8EK_rcCIlipqzY=/206x305/v1.bTsxMTU2NjgxNjtqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/slaughter_of_the_vampires,,
Tales of Terror,Roger Corman,1962,United States,71,62%,https://resizing.flixster.com/hzkF16Pynf9F2rTjKanhJmskqfw=/206x305/v1.bTsxMTIxMTE2NDtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1021067-terror,,
Tower of London,Roger Corman,1962,United States,,,,,6.4,ghost::puppet
At Midnight I'll Take Your Soul,Jos&eacute; Mojica Marins,1963,Brazil,,,,,,
The Birds,Alfred Hitchcock,1963,United States,96,83%,https://resizing.flixster.com/cQsOnLkxJYuAPRL6Sv7Pse8gDbQ=/206x305/v1.bTsxMTE3Nzc5NjtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1002448-birds,7.7,
Black Sabbath,Mario Bava,1963,Italy & France,87,76%,https://resizing.flixster.com/66mQhiQUOlvpCwANV4Ax9rR3rYY=/206x305/v1.bTsxMTIxMDkyNztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/black_sabbath,7.2,vampire::ghost::based on novel
Black Zoo,Robert Gordon,1963,United States,,,https://resizing.flixster.com/aX9eH0XAhI9IgX-LW_vvhWQWh4Q=/206x305/v1.bTsxMjExMzQ5OTtqOzE3Mjg1OzEyMDA7MjEzOzMwNA,https://rottentomatoes.com/m/black_zoo,5.6,
The Blancheville Monster,Alberto De Martino,1963,Italy & Spain,,10%,https://resizing.flixster.com/DNMu_ZKcAYocpV9sjf_oObZeyfs=/206x305/v1.bTsxMTYxNzgyNztqOzE3MzY5OzEyMDA7MzUyOzUwMA,https://rottentomatoes.com/m/blancheville_monster,5.1,monster
Blood Feast,Herschell Gordon Lewis,1963,United States,36,46%,https://resizing.flixster.com/DXE0zDUl2pDBeXuiZylxglVAo00=/206x305/v1.bTsxMjIwMjI2NjtqOzE3Mjg2OzEyMDA7MzUxOzQ3NQ,https://rottentomatoes.com/m/1002611-blood_feast,,
The Comedy of Terrors,Jacques Tourneur,1963,United States,,,,,6.8,
Dementia 13,Francis Ford Coppola,1963,United States,67,36%,https://resizing.flixster.com/3omdkGvY1DW_S3qi0_-kzBvSXQY=/206x305/v1.bTsxMTYxNjMxMztqOzE3MzY5OzEyMDA7NzI5Ozk3Mg,https://rottentomatoes.com/m/dementia_13,5.7,doll
Diary of a Madman,Reginald Le Borg,1963,United States,,56%,https://resizing.flixster.com/NOo0nv1sbL1gMQv_xo4UW34mATM=/206x305/v1.bTsxMTYxODY2NDtqOzE3MzY5OzEyMDA7NjYwOzg4MA,https://rottentomatoes.com/m/diary_of_a_madman,6.4,possession
The Ghost,Riccardo Freda,1963,Italy,,,,,,
The Haunted Palace,Roger Corman,1963,United States,71,66%,https://resizing.flixster.com/JqpCSL-4zWhdYa2CkrMjDnAwqVU=/206x305/v1.bTsxMTYxOTgzNjtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/haunted_palace,6.8,monster::haunting::ghost::possession
The Haunting,Robert Wise,1963,United Kingdom & United States,86,82%,https://resizing.flixster.com/YlugNXxpx5rlXHXtKNU-DKfrD6M=/206x305/v1.bTsxMTIwMzg0OTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1009277-haunting,7.6,haunted house::ghost::based on novel
House of the Damned,Maury Dexter,1963,United States,,27%,https://resizing.flixster.com/w_8i4YW3b-Ulzy1xhwN6Ikk3H0k=/206x305/v1.bTsxMTIyMTgwNDtqOzE3MzY0OzEyMDA7MTUxNjsyMTQz,https://rottentomatoes.com/m/house_of_the_damned,,
Katarsis,Giuseppe Veggezzi,1963,Italy,,,,,5.7,devil::ghost
The Kiss of the Vampire,Don Sharp,1963,United Kingdom & United States,83,64%,https://resizing.flixster.com/TK4G85an6Yofqo3QfyGgdV8FaKg=/206x305/v1.bTsxMjE5MDIzMTtqOzE3Mjg2OzEyMDA7ODQwOzExMjA,https://rottentomatoes.com/m/the_kiss_of_the_vampire,6.4,vampire::hotel::satanism::graveyard
Matango,Ishirō Honda,1963,Japan,,67%,https://resizing.flixster.com/oG0KAMvhnJjt9hGX6rPeGSs8V-U=/206x305/v1.bTsxMjE4NjkxMDtqOzE3Mjg2OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/matango,6.6,monster
The Old Dark House,William Castle,1963,United Kingdom & United States,,17%,https://resizing.flixster.com/lq4GsyVQXa984dLLnGQXHevlpks=/206x305/v1.bTsxMTIxOTA2OTtqOzE3MzY0OzEyMDA7ODk3OzExOTY,https://rottentomatoes.com/m/10003373-old_dark_house,,
Paranoiac,Freddie Francis,1963,United Kingdom & United States,,71%,https://resizing.flixster.com/EhMaP_ok_2LDtDPDSVrT-YQqDi4=/206x305/v1.bTs3ODk0MTUzO2o7MTcyODE7MTIwMDsxNDc7MjI1,https://rottentomatoes.com/m/paranoiac,7.0,
The Raven,Roger Corman,1963,United States,92,64%,https://resizing.flixster.com/MmINw_AR9Hw8OO_x4HdH7CdMV5g=/206x305/v1.bTsxMTIxNTY1NztqOzE3MzY0OzEyMDA7MTIxNTsxNjIw,https://rottentomatoes.com/m/1017222-raven,,
Slime People,Robert Hutton,1963,United States,,,,,,
The Terror,Roger Corman,1963,United Kingdom & United States,36,22%,https://resizing.flixster.com/lxERcD6a0oJzo6udM8AKKIpCjJQ=/206x305/v1.bTsxMTI5NTYyNDtqOzE3MzY1OzEyMDA7MTIxODsyMjEz,https://rottentomatoes.com/m/the-terror-the-haunting-lady-of-the-shadows,,
Tomb of Torture,Antonio Boccacci,1963,Italy,,,https://resizing.flixster.com/eVKJNvIsaHGO6s912QPZT3R2H7U=/206x305/v1.bTsxMjE1MjUwNTtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/tomb_of_torture,5.2,monster::gore
Twice-Told Tales,Sidney Salkow,1963,United States,57,53%,https://resizing.flixster.com/k2Ch-t6vLytMGXiBFDdUJN5gyVY=/206x305/v1.bTsxMTYyMzc0NDtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/twicetold_tales,6.7,ghost::haunted house::based on novel
The Virgin of Nuremberg,Antonio Margheriti,1963,Italy,,,,,5.9,based on novel
The Whip and the Body,Mario Bava,1963,Italy & France,71,68%,https://resizing.flixster.com/MeWz42-dwIBoZHZ-utFkzNLgA3Q=/206x305/v1.bTsxMjM1NTU4MTtqOzE3Mjg4OzEyMDA7MTEwOzE1NA,https://rottentomatoes.com/m/whip_and_the_body,6.9,ghost
2000 Maniacs,Herschell Gordon Lewis,1964,United States,36,49%,https://resizing.flixster.com/pHSAoQNZkGM6uxVwRpOH3VPRxfI=/206x305/v1.bTsxMTIxMTE0NztqOzE3MzY0OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/2000_maniacs,5.9,gore::ghost
The Black Torment,Robert Hartford-Davis,1964,United Kingdom,,,,,5.7,ghost
Blood and Black Lace,Mario Bava,1964,Italy & France & West Germany,,,,,7.3,slasher::gore
Castle of Blood,Antonio Margheriti,1964,Italy & France,,66%,https://resizing.flixster.com/T28IyxtEwD5miELQVboi2nuFh1E=/206x305/v1.bTsxMjEwMDA0NztqOzE3Mjg1OzEyMDA7MTUyNTsyMTYx,https://rottentomatoes.com/m/castle_of_blood,7.0,snake::vampire::ghost
Castle of the Living Dead,Warren Kiefer,1964,Italy & France,,17%,https://resizing.flixster.com/YSNO0stu41G_UcXxRSSXPl4VWYQ=/206x305/v1.bTsxMTU1MDAyNztqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/castle_of_the_living_dead,,
Cien Gritos de Terror,Ram&oacute;n Obon,1964,United States,,,,,,
The Creeping Terror,Art J. Nelson,1964,United States,,13%,https://resizing.flixster.com/VDbSjNIcVJYvdo0SDQ6Lou4nm9A=/206x305/v1.bTsxMTIxNjk4ODtqOzE3MzY0OzEyMDA7MTI4MDs3MjA,https://rottentomatoes.com/m/the-creeping-terror-dangerous-charter-the-crawling-monster,2.1,monster::alien
The Curse of the Living Corpse,Del Tenney,1964,United States,,17%,https://resizing.flixster.com/TI-nyORX15Y3POKNdcgtJgG74CQ=/206x305/v1.bTsxMTMwMjY0OTtqOzE3MzY1OzEyMDA7MTI4MDs3MjA,https://rottentomatoes.com/m/the_curse_of_the_living_corpse,5.3,
The Curse of the Mummy's Tomb,Michael Carreras,1964,United Kingdom,,31%,https://resizing.flixster.com/CKcvdHJ6n23jL5Y1M0ggW5AHua4=/206x305/v1.bTs1MjQ0Mjc2O2o7MTczNDA7MTIwMDszNTA7NTcy,https://rottentomatoes.com/m/the_curse_of_the_mummys_tomb,5.6,monster
Devil Doll,Lindsay Shonteff,1964,United Kingdom & United States,20,29%,https://resizing.flixster.com/aur-KSYvtF3ZnSVOVjlFD0RGzbA=/206x305/v1.bTsxMTIxOTI0MztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1005762-devil_doll,,
Dr. Orloff's Monster,Jes&uacute;s Franco,1964,Austria & Spain,,,,,,
Dungeon of Harrow,Pat Boyette,1964,United States,,7%,https://resizing.flixster.com/vyK9fWIuHSwuYFFLlhdl7srJYg0=/206x305/v1.bTsxMTI5NDYyNDtqOzE3MzY1OzEyMDA7MTE3ODsxNjAw,https://rottentomatoes.com/m/dungeon_of_harrow,,
The Evil of Frankenstein,Freddie Francis,1964,United Kingdom,50,37%,https://resizing.flixster.com/nkMtG4imhEgTPY7bwpRj94d9fts=/206x305/v1.bTsxMjEwNDk5NztqOzE3Mjg1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_evil_of_frankenstein,6.1,monster
Face of the Screaming Werewolf,Jerry Warren,1964,United States,,,,,2.5,werewolf
The Flesh Eaters,Jack Curtis,1964,United States,,46%,https://resizing.flixster.com/IWjkRkmQYC91pLJHPsU-4VDwpJU=/206x305/v1.bTsxMTIxMDkxODtqOzE3MzY0OzEyMDA7MTQ5NzsyMTEz,https://rottentomatoes.com/m/flesh_eaters,6.0,monster
Der Fluch der Gruenen Augen,Akos von Ratony,1964,West Germany & Socialist Federal Republic of Yugoslavia,,,,,,
The Gorgon,Terence Fisher,1964,United Kingdom,,,,,6.5,
The Horror of Party Beach,Del Tenney,1964,United States,0,27%,https://resizing.flixster.com/MAZTPpYwHYus5612QEOzeZFRFb4=/206x305/v1.bTsxMTYyMDQ2MztqOzE3MzY5OzEyMDA7NTY1Ozc1MA,https://rottentomatoes.com/m/horror_of_party_beach,2.8,monster::zombie::vampire
I Eat Your Skin,Del Tenney,1964,United States,,,,,,
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,Ray Dennis Steckler,1964,United States,,,,,2.2,zombie
Kwaidan,Masaki Kobayashi,1964,Japan,85,90%,https://resizing.flixster.com/lG-6aIqMej5qRStviugpOtymgiU=/206x305/v1.bTsxMTYxNjQ3MjtqOzE3MzY5OzEyMDA7MzUwOzUwMA,https://rottentomatoes.com/m/kwaidan,8.0,ghost::demon::witchcraft::vampire::haunting::graveyard
The Last Man on Earth,Sidney Salkow,1964,Italy & United States,71,69%,https://resizing.flixster.com/NM-xSk0_eC_LFo2y3YbxgU2qBSM=/206x305/v1.bTsxMTIwNTI3ODtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1050388-last_man_on_earth,,
The Long Hair of Death,Antonio Margheriti,1964,Italy,,35%,https://resizing.flixster.com/gDuItmRje0UknoA_A2LkqZR0zKE=/206x305/v1.bTsxMjExNTk1MDtqOzE3Mjg1OzEyMDA7MTEwOzE1NA,https://rottentomatoes.com/m/the_long_hair_of_death,6.3,witchcraft
Las Luchadoras contra la Momia,Ren&eacute; Cardona,1964,Mexico,,,,,4.0,monster
The Masque of the Red Death,Roger Corman,1964,United Kingdom & United States,,,,,7.1,satanism
Monstrosity,Joseph Mascelli,1964,United States,,,,,,
The Night Walker,William Castle,1964,United States,,53%,https://resizing.flixster.com/RT03EbwL3VSkd6cUkoqFK_6aysM=/206x305/v1.bTsxMTYyMTc2MDtqOzE3MzY5OzEyMDA7NjAwOzEwOTk,https://rottentomatoes.com/m/the_night_walker,,
Onibaba,Kaneto Shindo,1964,Japan,,,,,8.0,demon
Pyro... The Thing Without a Face,Julio Coll,1964,Spain & United States,,,,,6.2,
Strait-Jacket,William Castle,1964,United States,80,66%,https://resizing.flixster.com/h20uVz0dvTJaW8Nc71FUX8G_R8Q=/206x305/v1.bTsxMTIxMTg4MztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/straitjacket,6.8,slasher
Terror in the Crypt,Camillo Mastrocinque,1964,Italy & Spain,,41%,https://resizing.flixster.com/ZwRMKtc1OVVC7Pg9EBlbw5UE-QI=/206x305/v1.bTsxMTU0OTQzMztqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/terror_in_the_crypt,5.9,haunted house::witchcraft::based on novel
The Tomb of Ligeia,Roger Corman,1964,United Kingdom & United States,,,,,6.6,haunting
War of the Zombies,Giuseppe Vari,1964,Italy,,,,,4.5,zombie
Witchcraft,Don Sharp,1964,United Kingdom,,53%,https://resizing.flixster.com/oHAT3quDJTq_VZB7oqk4sYO4Q58=/206x305/v1.bTsxMjExMjUyNTtqOzE3Mjg1OzEyMDA7MTAwOzEzNw,https://rottentomatoes.com/m/witchcraft,,
