title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords
The Haunting of Hell House,Mitch Marcus,1999,United States,,47%,https://resizing.flixster.com/Jx_f6P4pEckanYOProzRrVrlBuE=/206x305/v1.bTsxMTYxNTcyMDtqOzE3MzY5OzEyMDA7NzMwOzEzMDc,https://rottentomatoes.com/m/the_haunting_of_hell_house,4.3,haunted house::ghost
Hellblock 13,Paul Talbot,1999,United States,,,,,4.4,witchcraft::gore::ghost
House on Haunted Hill,William Malone,1999,United States,28,42%,https://resizing.flixster.com/cdhhTkJ00knQ1esFUkMzCiQ6ZfM=/206x305/v1.bTsxMTI5MTAyMTtqOzE3MzY1OzEyMDA7MTUwOTsyMDEy,https://rottentomatoes.com/m/house_on_haunted_hill_1999,5.6,haunted house::ghost::demon::gore::haunting
The Hypnotist,Masayuki Ochiai,1999,Japan,,82%,https://resizing.flixster.com/a_KvnTD4imVeZLWQ1CZVARHvLhM=/206x305/v1.bTsxMjExNDE4NjtqOzE3Mjg1OzEyMDA7OTg7MTQw,https://rottentomatoes.com/m/hypnotist,,
"I, Zombie: The Chronicles of Pain",Andrew Parkinson,1999,United Kingdom,,,,,,
Ice from the Sun,Eric Stanze,1999,United States,33,34%,https://resizing.flixster.com/C4W8IFvXjA2oylP0kp0FVesyUE4=/206x305/v1.bTsxMTYxNzIzMztqOzE3MzY5OzEyMDA7NzMwOzEzMTM,https://rottentomatoes.com/m/ice_from_the_sun,4.6,gore
The Item,Dan Clark,1999,United States,40,17%,https://resizing.flixster.com/ttZLJ8BmZ8s6aZJ5FWvjO--RD7w=/206x305/v1.bTsxMTYxNTY3NTtqOzE3MzY5OzEyMDA7NzMwOzEyOTU,https://rottentomatoes.com/m/item,3.3,alien::monster
Kolobos,"Daniel Liatowitsch, David Todd Ocvirk",1999,United States,,63%,https://resizing.flixster.com/spCsnEUXqQNxxUl2CnP-ng37W94=/206x305/v1.bTsxMTYxNTYzMTtqOzE3MzY5OzEyMDA7Njg4OzkzOA,https://rottentomatoes.com/m/kolobos,5.3,
Lake Placid,Steve Miner,1999,United States,40,36%,https://resizing.flixster.com/wbJv2OvYVbjNeYPgzjgitkuRpXA=/206x305/v1.bTsxMTI5MjM1NztqOzE3MzY1OzEyMDA7MTU4NDsyMTEy,https://rottentomatoes.com/m/lake_placid,5.6,gore::monster
Lover's Lane,Jon Ward,1999,United States,,32%,https://resizing.flixster.com/VKSoZ544ujAIbS1fmUmLkcZX3yI=/206x305/v1.bTsxMTIxNjQ0MTtqOzE3MzY0OzEyMDA7MTA1MDsxNDAw,https://rottentomatoes.com/m/lovers_lane,,
Lycanthrope,Bob Cook,1999,United States,,,,,4.9,werewolf
The Mummy,Stephen Sommers,1999,United States,56,75%,https://resizing.flixster.com/tWAVSq26aVBqrXqofA048KXwQPY=/206x305/v1.bTsxMTE2ODg5MjtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1087270-mummy,,
Mutation,Timo Rose,1999,Germany,,,,,,
The Nameless,Jaume Balaguer&oacute;,1999,Spain,,,,,,
Nightworld: Survivor,David Straiton,1999,Canada,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/nightworld_survivor,4.4,
Rage of the Werewolf,Kevin J. Lindenmuth,1999,United States,,,,,4.2,
The Rage: Carrie 2,Katt Shea,1999,United States,21,33%,https://resizing.flixster.com/S3-oRUXhfZnBQ5tcaEU7Yb2VSpY=/206x305/v1.bTsxMTYxNDk4MTtqOzE3MzY5OzEyMDA7NjM2Ozg0OA,https://rottentomatoes.com/m/rage_carrie_2,4.6,slasher
Ravenous,Antonia Bird,1999,United States,45,78%,https://resizing.flixster.com/6g99hz2Mpg0LjWZjMFOZuZKkmAA=/206x305/v1.bTsxMTI5MTMzODtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/ravenous,7.0,gore
Red Room,Daisuke Yamanouchi,1999,Japan,,50%,https://resizing.flixster.com/fv9wt8chGinzCMJjIBcVK0MWOYU=/206x305/v1.bTsxMjExMjIyMDtqOzE3Mjg1OzEyMDA7MjQwOzI0MA,https://rottentomatoes.com/m/akai-misshitsu-heya-kindan-no-osama-geemu-red-room,4.7,
Resurrection,Russell Mulcahy,1999,United States,,,https://resizing.flixster.com/PUDmtUt1RWYTFGDOLKLy9NGR108=/206x305/v1.bTsxMTM5NDExOTtqOzE3MzY2OzEyMDA7MTUzODsyMTM1,https://rottentomatoes.com/m/resurrection_1999,,
Retro Puppet Master,Joseph Tennent,1999,United States,,19%,https://resizing.flixster.com/Kn-gZfv3RuTzuRGLh8doC9F-pXc=/206x305/v1.bTsxMTYxNDU3MztqOzE3MzY5OzEyMDA7NDUwOzYwMA,https://rottentomatoes.com/m/retro_puppet_master,4.1,puppet
Ring 2,Hideo Nakata,1999,Japan,,,,,,
The Ring Virus,Kim Dong-bin,1999,South Korea,,37%,https://resizing.flixster.com/IW6uPLMe14mzKN-ImfvnET6y-_k=/206x305/v1.bTsxMTIxMjMyOTtqOzE3MzY0OzEyMDA7MTUyMzsyMTUz,https://rottentomatoes.com/m/ring-virus,6.3,based on novel
Shark Attack,Bob Misiorowski,1999,Republic of Ireland & South Africa & United States,0,22%,https://resizing.flixster.com/2-sgm7z8FuFbBU22BciHw-Z5y-s=/206x305/v1.bTsxMTI5ODQyNjtqOzE3MzY1OzEyMDA7MTI0MjsxNjU2,https://rottentomatoes.com/m/1090185-shark_attack,,
Shikoku,Shunichi Nagasaki,1999,Japan,,39%,https://resizing.flixster.com/FjaT8ORbyHHWXGP7Y1dF4jSQMDA=/206x305/v1.bTszMDI5OTU7ajsxNzI4MzsxMjAwOzM2MDs1MDA,https://rottentomatoes.com/m/1135017-shikoku,5.6,ghost::witchcraft::haunting
Sleepy Hollow,Tim Burton,1999,United States,67,80%,https://resizing.flixster.com/3wRsDLZJpW4IohkDd_XeHbNCn_c=/206x305/v1.bTsxMTE2ODk2NztqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/sleepy_hollow,,
Stigmata,Rupert Wainwright,1999,United States,21,63%,https://resizing.flixster.com/CI6b79Z0I0IOEykSE6mEhkHPDZE=/206x305/v1.bTsxMTM3MzUyODtqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/stigmata,6.2,demon::exorcism::gore::possession
Stir of Echoes,David Koepp,1999,United States,67,70%,https://resizing.flixster.com/sKJ9DQ2P51vbDJBdir3_jNCkZuc=/206x305/v1.bTsxMTE3NzkwOTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/stir_of_echoes,7.0,haunted house::ghost::graveyard::based on novel
Terror Firmer,Lloyd Kaufman,1999,United States,,77%,https://resizing.flixster.com/PjzQ59sPZ6STNTKrLD8vcVHLGNo=/206x305/v1.bTsxMTI5MjQ3MjtqOzE3MzY1OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/terror_firmer,6.2,puppet::gore
Titanic 2000,John Paul Fedele,1999,United States,,,https://resizing.flixster.com/41PF4vKkS0BWZT57X4IyIaNPyUI=/206x305/v1.bTsxMTQ2Mjk1NjtqOzE3MzY3OzEyMDA7MTUwOTsyMTQ5,https://rottentomatoes.com/m/titanic_1999,3.9,vampire
Tomie,Ataru Oikawa,1999,Japan,,40%,https://resizing.flixster.com/EO5fCenT_p05MjcxcbdNoanlrfI=/206x305/v1.bTsxMjAyNTA4NjtqOzE3Mjg0OzEyMDA7MTUwNTsyMTMw,https://rottentomatoes.com/m/tomie,5.3,graveyard::possession::gore
Totem,David DeCoteau,1999,United States,,0%,https://resizing.flixster.com/HVC3OyNuT9V7DdKadDlnOF64vOM=/206x305/v1.bTsxMTIyODE2MDtqOzE3MzY0OzEyMDA7MTQ5OTsyMTM1,https://rottentomatoes.com/m/totem,,
Troublesome Night 5,Herman Yau,1999,Hong Kong,,,,,5.3,
Troublesome Night 6,Herman Yau,1999,Hong Kong,,,,,5.4,
Unseen Evil,Jay Woelfel,1999,United States,,,,,,
Virus,John Bruno,1999,United States,9,21%,https://resizing.flixster.com/bOgPQSLDUiURRHh6Bq6nfhW7ikk=/206x305/v1.bTsxMTYxNTEwNDtqOzE3MzY5OzEyMDA7NjI3OzgzNg,https://rottentomatoes.com/m/1085867-virus,4.9,alien::gore
Warlock III: The End of Innocence,Ashley Laurence,1999,United States,,26%,https://resizing.flixster.com/ZOEak_qo4phjm8FBUzFjBFuqlqA=/206x305/v1.bTsxMTYxNTE1MTtqOzE3MzY5OzEyMDA7NzYzOzEwODc,https://rottentomatoes.com/m/warlock_iii_the_end_of_innocence,3.9,
A Wicked Ghost,Tony Leung Hung-Wah,1999,Hong Kong,,33%,https://resizing.flixster.com/6K451-T0CA3FM5CicvhOiMUE8TU=/206x305/v1.bTsxMjExMjM2ODtqOzE3Mjg1OzEyMDA7MTMzOzE4NA,https://rottentomatoes.com/m/saan-chuen-liu-shut-a-wicked-ghost,4.5,
Wild Zero,Tetsuro Takeuchi,1999,Japan,,,,,6.6,gore::zombie
Wishmaster 2: Evil Never Dies,Jack Sholder,1999,United States,10,29%,https://resizing.flixster.com/cc4i2RtfiEPZ-Ro75Xi6LjtwJ8Q=/206x305/v1.bTsxMTI5NTA3MjtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/wishmaster_2_evil_never_dies,5.0,
Witchcraft X: Mistress of the Craft,Elisar Cabrera,1999,United Kingdom,,,,,,
Zelyonyy slonik,Svetlana Baskova,1999,Russia,,,,,5.5,gore
American Psycho,Mary Harron,2000,United States,67,85%,https://resizing.flixster.com/He3CD2RBoe9WKyTzep2El0hhbkw=/206x305/v1.bTsxMTIxMTA2OTtqOzE3MzY0OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/american_psycho,7.6,gore::based on novel
Ancient Evil: Scream of the Mummy,David DeCoteau,2000,United States,,,,,,
Book of Shadows: Blair Witch 2,Joe Berlinger,2000,United States,13,17%,https://resizing.flixster.com/oCEQ7wQ_VhlGcT7nchVqyFMJh3g=/206x305/v1.bTsxMTM3MzAyMztqOzE3MzY2OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/book_of_shadows_blair_witch_2,4.0,possession
The Massacre of the Burkittsville 7: The Blair Witch Legacy,Ben Rock,2000,United States,,,,,,
Bless the Child,Chuck Russell,2000,United States,3,42%,https://resizing.flixster.com/G2MFUmib8tMYCT2lg0pq5mLfA0E=/206x305/v1.bTsxMTYxNTA0NjtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/bless_the_child,5.1,demon::satanism::devil::based on novel
Blood: The Last Vampire,Hiroyuki Kitakubo,2000,Japan,,,,,,
The Calling,Richard Caesar,2000,United States,,,,,,
Cherry Falls,Geoffrey Wright,2000,United States,50,31%,https://resizing.flixster.com/-T2pEv5nDgAmGiFA6eM2WT5woaA=/206x305/v1.bTsxMTYxODM2NjtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/cherry_falls,5.1,slasher::gore
Citizen Toxie: The Toxic Avenger IV,Lloyd Kaufman,2000,United States,67,66%,https://resizing.flixster.com/EDIETKNB3FmkGTqDjRN1kdhiriI=/206x305/v1.bTsxMjE4NjQ4MztqOzE3Mjg2OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/toxic_avenger_iv_citizen_toxie,6.3,gore
The Convent,Mike Mendez,2000,United States,,65%,https://resizing.flixster.com/JiQYba3qLzSbXGvYWAlqJS63EL4=/206x305/v1.bTsxMTIwODcxNTtqOzE3MzY0OzEyMDA7MTI0NTsyMjA2,https://rottentomatoes.com/m/1111079-convent,5.0,gore::demon::zombie
Crocodile,Tobe Hooper,2000,United States,,18%,https://resizing.flixster.com/bkVbKwSTs-_f2_oRLSc5Xtd2Yk0=/206x305/v1.bTsxMTIxMDMzNztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1100309-crocodile,,
Cut,Kimble Rendall,2000,Australia,11,25%,https://resizing.flixster.com/xVot_LKccnDcdoQBniZTfwHLC10=/206x305/v1.bTsxMTIwODk4NDtqOzE3MzY0OzEyMDA7MjIxNzsyOTU2,https://rottentomatoes.com/m/cut,,
Deadfall,Vince Di Meglio,2000,United States,,,https://resizing.flixster.com/nq4LwrfhvvFnWFOcndEQEFfsiB4=/206x305/v1.bTsxMjExNDA5NjtqOzE3Mjg1OzEyMDA7MzAwOzM4NQ,https://rottentomatoes.com/m/deadfall_2000,,
Deep in the Woods,Lionel Delplanque,2000,France,,,,,,
The Demon Within,Ian Merrick,2000,United States,,,,,,
Dial D for Demons,Billy Tang Hin-Shing,2000,Hong Kong,,,https://resizing.flixster.com/BLV2R_GJh6EgdpPWt5m2VWxBWjU=/206x305/v1.bTsxMDkxMzEyMTtqOzE3MzYxOzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/dial_d_for_demons,4.7,
Dracula 2000,Patrick Lussier,2000,United States,17,39%,https://resizing.flixster.com/7xya1WWaNTjBS8nSNt_Fxa7brDY=/206x305/v1.bTsxMjIwMTQyMztqOzE3Mjg2OzEyMDA7MzM1OzQ3NQ,https://rottentomatoes.com/m/dracula_2000,4.9,vampire::home invasion::gore::werewolf
Drainiac!,Brett Piper,2000,United States,,0%,https://resizing.flixster.com/CYAQMI_uL4-gdKNO2v4wyV_Fnl4=/206x305/v1.bTsxMTIzMzY3MDtqOzE3MzY1OzEyMDA7MTQ5ODsyMTYw,https://rottentomatoes.com/m/1194787-drainiac,4.5,haunted house
Final Destination,James Wong,2000,United States,34,69%,https://resizing.flixster.com/gfk71iz2sw0HHolR8m0UQdb6zfM=/206x305/v1.bTsxMTM3MjUwMDtqOzE3MzY2OzEyMDA7MjAyODsyNzA0,https://rottentomatoes.com/m/final_destination,6.7,gore
Ginger Snaps,John Fawcett,2000,Canada,,,,,6.8,werewolf::infection::gore
Hellraiser: Inferno,Scott Derrickson,2000,United States,,35%,https://resizing.flixster.com/3TA95NIZaDuMCKPrZWePBIOTNP8=/206x305/v1.bTsxMTYxNDg3MztqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/hellraiser_inferno,5.6,demon::based on novel
Hollow Man,Paul Verhoeven,2000,United States,27,27%,https://resizing.flixster.com/FjOcy5d0So2c68TZtP3IGaqQvpI=/206x305/v1.bTsxMTI5MTQzNztqOzE3MzY1OzEyMDA7MTU5OTsyMTMy,https://rottentomatoes.com/m/hollow_man,5.7,
The Irrefutable Truth About Demons,Glenn Standring,2000,New Zealand,,,,,5.7,demon::hotel::gore::ghost
Ju-on 1,Takashi Shimizu,2000,Japan,,,,,,
Ju-on 2,Takashi Shimizu,2000,Japan,,,,,,
Killjoy,Craig Ross Jr.,2000,United States,,25%,https://resizing.flixster.com/pOgndKLKC9aYNk68U1NZxqowe8I=/206x305/v1.bTsxMTIxNDQ2NDtqOzE3MzY0OzEyMDA7OTAwOzEyMDA,https://rottentomatoes.com/m/killjoy_2000,,
Leprechaun in the Hood,Rob Spera,2000,United States,33,31%,https://resizing.flixster.com/C7ONuzz1fUm9Y5xw4C-PFcoOcDY=/206x305/v1.bTsxMTIxMDIxNjtqOzE3MzY0OzEyMDA7MjQwMDszMjAw,https://rottentomatoes.com/m/leprechaun_in_the_hood,3.6,monster
Lost Souls,Janusz Kamiński,2000,United States,7,21%,https://resizing.flixster.com/_plPYIevvIjA-hlAL7CNoVDo_4A=/206x305/v1.bTsxMTYxNTMzODtqOzE3MzY5OzEyMDA7NjQ0Ozk2Ng,https://rottentomatoes.com/m/lost_souls_2000,,
Pitch Black,David Twohy,2000,United States,57,77%,https://resizing.flixster.com/dHS1oY0m8ZGe1c8pSYFRqQqupnw=/206x305/v1.bTsxMTE3MDc2OTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/pitch_black,7.1,alien::gore::monster
Prison of the Dead,Julin Breen,2000,United States,,,,,2.6,zombie
Psycho Beach Party,Robert Lee King,2000,United States,53,66%,https://resizing.flixster.com/o02JKFzv53RcioFKJ3WQ7FlXrQg=/206x305/v1.bTsxMTIxMTAxMjtqOzE3MzY0OzEyMDA7MTUyMjsyMTA3,https://rottentomatoes.com/m/psycho_beach_party,6.3,slasher::possession
Python,Richard Clabaugh,2000,United States,,,,,,
School Day of the Dead,Tetsuo Shinohara,2000,Japan,,,,,4.8,based on novel
Scrapbook,Eric Stanze,2000,United States,,,,,4.3,gore
Scream 3,Wes Craven,2000,United States,36,37%,https://resizing.flixster.com/FEQutrOYwtyjr3WicdtoNkgIN40=/206x305/v1.bTsxMTI5MTIzNjtqOzE3MzY1OzEyMDA7MTU0ODsyMDY0,https://rottentomatoes.com/m/scream_3,5.5,isolation::gore::home invasion::slasher
Shadow of the Vampire,E. Elias Merhige,2000,United States & United Kingdom,81,74%,https://resizing.flixster.com/ZxThqKyL4N6UgdVwkq3xHcxceDQ=/206x305/v1.bTsxMTIwOTA0NTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/shadow_of_the_vampire,6.9,vampire::monster
Shriek If You Know What I Did Last Friday the Thirteenth,John Blanchard,2000,United States,14,31%,https://resizing.flixster.com/kLy2tcyCCQyq_GGC3fT5zJMZriA=/206x305/v1.bTsxMTIwOTU1NTtqOzE3MzY0OzEyMDA7OTk2OzEzMjg,https://rottentomatoes.com/m/shriek_if_you_know_what_i_did_last_friday_the_13th,3.9,
Subconscious Cruelty,Karim Hussain,2000,Canada,,,,,5.3,gore
Supernova,Thomas Lee,2000,United States,10,16%,https://resizing.flixster.com/B44XH3i9smq7_eBrd6GD4gzvD4U=/206x305/v1.bTsxMTI5MTgyNztqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1084878-supernova,,
They Nest,Ellory Elkayem,2000,United States,,23%,https://resizing.flixster.com/DVBtfx-q9vGvLHYHb6Xhgk4_L-U=/206x305/v1.bTsxMTM4NDQxODtqOzE3MzY2OzEyMDA7MTM0MjsyMDEz,https://rottentomatoes.com/m/they_nest,5.1,
Tomie: Replay,Tomijiro Mitsuishi,2000,Japan,,34%,https://resizing.flixster.com/M5wiL73U2BnlCo6SaofCRi-hcYM=/206x305/v1.bTs4OTU4NjA3O2o7MTczMzg7MTIwMDszMjI7NDc1,https://rottentomatoes.com/m/tomie_replay,5.5,gore
Urban Legends: Final Cut,John Ottman,2000,United States,9,19%,https://resizing.flixster.com/qqDhH8VTvmwvtY8h_6UKgQ4LNbQ=/206x305/v1.bTsxMTQ1Mzg5ODtqOzE3MzY3OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/urban_legends_final_cut,4.1,slasher
Uzumaki,Higuchinsky,2000,Japan,,,,,6.2,possession
Vampire Hunter D: Bloodlust,Yoshiaki Kawajiri,2000,Japan,,,,,7.7,vampire::demon::monster::home invasion::ghost::zombie::graveyard::gore::werewolf::based on novel
Versus,Ryuhei Kitamura,2000,Japan,71,77%,https://resizing.flixster.com/sSCf5XQuDoYjf8SX2Jdm_s3GMlI=/206x305/v1.bTsxMTIxMTExNztqOzE3MzY0OzEyMDA7MTQ4ODsyMTI2,https://rottentomatoes.com/m/versus,,
Voodoo Academy,David DeCoteau,2000,United States,,28%,https://resizing.flixster.com/OcPQ0YGRA4YDcmrQr5ArbGu220w=/206x305/v1.bTsxMTYxNDk1MDtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/voodoo_academy,3.9,
What Lies Beneath,Robert Zemeckis,2000,United States,46,59%,https://resizing.flixster.com/6uGIfyfj2Y6DPt6yMaNYQse9s0s=/206x305/v1.bTsxMTIwNDcyMjtqOzE3MzY0OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/what_lies_beneath,6.6,ghost::haunting::haunted house::graveyard::possession
Witchcraft XI: Sisters in Blood,Ron Ford,2000,United States,,0%,https://resizing.flixster.com/jncxxQZKSEevWZQDoz8X-5RuNck=/206x305/v1.bTsxMTU0NjUyMztqOzE3MzY4OzEyMDA7NTAwOzc1MA,https://rottentomatoes.com/m/witchcraft_xi_sisters_in_blood,2.7,gore::possession::witchcraft
Arachnid,Jack Sholder,2001,Spain,,11%,https://resizing.flixster.com/0yC7V6xGyisZ9kwIfrY6qhqhXHg=/206x305/v1.bTsxMjExNTAzODtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/arachnid,,
The Attic Expeditions,Jeremy Kasten,2001,United States,,50%,https://resizing.flixster.com/LyXkR3EN2L0eA_6GzpRoc5D2Gl8=/206x305/v1.bTsxMTM3MzAzOTtqOzE3MzY2OzEyMDA7MTUxNTsyMDIw,https://rottentomatoes.com/m/attic_expeditions,5.1,possession
Bangkok Haunted,Oxide Pang Chun,2001,Thailand,,32%,https://resizing.flixster.com/PuxBfnLMrzgZEBjWAEprFzBfGU4=/206x305/v1.bTs5NTgzNTU5O2o7MTczNDU7MTIwMDszNTE7NTAw,https://rottentomatoes.com/m/bangkok_haunted,,
Bones,Ernest R. Dickerson,2001,United States,21,39%,https://resizing.flixster.com/oY3RBxMldXAMg9x1tuy56pl0lDU=/206x305/v1.bTsxMTM3MzAzNztqOzE3MzY2OzEyMDA7MzM3NTs0NTAw,https://rottentomatoes.com/m/bones,,
The Breed,Michael Oblowitz,2001,United States,,33%,https://resizing.flixster.com/RZOPcIYDn55D2i0Z_qraAaXSVmQ=/206x305/v1.bTsxMTI5MTQzMjtqOzE3MzY1OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/1110541-breed,,
The Brotherhood 2: Young Warlocks,David DeCoteau,2001,United States,,29%,https://resizing.flixster.com/8Fif6iyzxBWMCYmnFJPmI04x8Js=/206x305/v1.bTsxMTIxMTE4NTtqOzE3MzY0OzEyMDA7MTUxMjsyMDE2,https://rottentomatoes.com/m/brotherhood_2_young_warlocks,3.8,
Brotherhood of the Wolf,Christophe Gans,2001,France,72,78%,https://resizing.flixster.com/cnL7R4w-XEREku0zpyV1bR3LdcY=/206x305/v1.bTsxMTM3MjQ4OTtqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/brotherhood_of_the_wolf,7.1,werewolf::witchcraft::gore::monster
The Bunker,Rob Green,2001,United Kingdom,,,,,,
Children of the Corn: Revelation,Guy Magar,2001,United States,,24%,https://resizing.flixster.com/XrhExXshOFZXrTR9Cegx8IZx_Cs=/206x305/v1.bTsxMTIxMDA0MTtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/children_of_the_corn_revelation,3.4,ghost
Children of the Living Dead,Tor Ramsey,2001,United States,,13%,https://resizing.flixster.com/DzXZKIaCLnUSScgeX2CDbKf0UKA=/206x305/v1.bTsxMTIyNDkwMDtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/children_of_the_living_dead,2.3,zombie::infection::graveyard::gore
Christmas Nightmare,Vince Di Meglio,2001,United States,,,https://resizing.flixster.com/RtmqQ-KPQzYgw42yDGIrJaTCUow=/206x305/v1.bTsxMTIzNDk0OTtqOzE3MzY1OzEyMDA7MTUxNDsyMTQw,https://rottentomatoes.com/m/christmas_nightmare,,
Cradle of Fear,Alex Chandon,2001,United Kingdom,,59%,https://resizing.flixster.com/HH3dbLEveGLWAOenH1UblZlX8Bw=/206x305/v1.bTsxMTIxMTEwODtqOzE3MzY0OzEyMDA7MTUxOTsxNTE5,https://rottentomatoes.com/m/cradle_of_fear_2001,,
Dagon,Stuart Gordon,2001,Spain,56,56%,https://resizing.flixster.com/qCfhSgCwr14e-ZNUIhSD5wB2K3U=/206x305/v1.bTsxMTYxNDg3NTtqOzE3MzY5OzEyMDA7MzQxOzUwMA,https://rottentomatoes.com/m/dagon,6.3,monster::hotel::based on novel
Dorian,Allan A. Goldstein,2001,Canada & United Kingdom,,,,,,
Earth vs. the Spider,Scott Ziehl,2001,United States,,,,,,
Elvira's Haunted Hills,Sam Irvin,2001,United States,75,47%,https://resizing.flixster.com/oC2c_r0_i6KUSBwocaWHwf2uvAQ=/206x305/v1.bTsxMTIwNDI5NztqOzE3MzY0OzEyMDA7MTQ2MTsxOTQ4,https://rottentomatoes.com/m/elviras_haunted_hills,5.9,
Faust: Love of the Damned,Brian Yuzna,2001,Spain,,,,,,
Fausto 5.0,"Isidro Ortiz, Alex Olle, Carlus Padrissa",2001,Spain,,47%,https://resizing.flixster.com/eipQ1fR34S6Z0gvqdhXi9kVDEyc=/206x305/v1.bTsxMjE2MzI1NDtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/fausto_50,6.3,hotel
Fear of the Dark,Glen Baisley,2001,United States,,,https://resizing.flixster.com/kuFm4iB13JTAxtO-bBxksxJ2dw0=/206x305/v1.bTsxMTE2NTU3NDtqOzE3MzY0OzEyMDA7MzAwOzMwMA,https://rottentomatoes.com/m/fear_of_the_dark_2006,,
Final Stab,David DeCoteau,2001,United States,,18%,https://resizing.flixster.com/jvK-STZj9_fw-hcA4709PhXBcQU=/206x305/v1.bTsxMTIxMTMyOTtqOzE3MzY0OzEyMDA7MTI2MDsxNjgw,https://rottentomatoes.com/m/final_stab,3.6,slasher
The Forsaken,J. S. Cardone,2001,United States,7,40%,https://resizing.flixster.com/DZk8DTPkkiRPtO7fuPpiDqwr5JM=/206x305/v1.bTsxMTIwOTcwNztqOzE3MzY0OzEyMDA7MjI1MDszMDAw,https://rottentomatoes.com/m/forsaken,5.3,vampire::graveyard::snake::gore
Frost: Portrait of a Vampire,Kevin VanHook,2001,United States,,,,,,
Ghosts of Mars,John Carpenter,2001,United States,21,24%,https://resizing.flixster.com/okPiTDQHBg_A0QvhobWU6GAcZpQ=/206x305/v1.bTsxMTM3MjcwODtqOzE3MzY2OzEyMDA7Mjc2MDszNjgw,https://rottentomatoes.com/m/john_carpenters_ghosts_of_mars,4.9,possession::ghost::gore::zombie
The Happiness of the Katakuris,Takashi Miike,2001,Japan,64,82%,https://resizing.flixster.com/lq5qgXm_EK4d0-phRQVWBNl-gi0=/206x305/v1.bTsxMTYxNTAwMztqOzE3MzY5OzEyMDA7MzMzOzQ3NQ,https://rottentomatoes.com/m/happiness_of_the_katakuris,7.2,zombie
Haunted Castle,Ben Stassen,2001,United States,25,45%,https://resizing.flixster.com/w_LAGfI8EFaibEJdxNzrCSuDX2M=/206x305/v1.bTsxMTIwODQwOTtqOzE3MzY0OzEyMDA7MTA1MDsxNDAw,https://rottentomatoes.com/m/haunted-castle2001,,
Horror Vision,Danny Draven,2001,United States,,,,,,
How to Make a Monster,George Huang,2001,United States,,30%,https://resizing.flixster.com/2sM104ljBVffdSB_N73-41YYOyM=/206x305/v1.bTsxMTIxODgzMDtqOzE3MzY0OzEyMDA7MjEwMDszMDAw,https://rottentomatoes.com/m/1114166-how_to_make_a_monster,4.4,monster::gore
"I Spit on Your Corpse, I Piss on Your Grave",Eric Stanze,2001,United States,,9%,https://resizing.flixster.com/4WZjg9rAtKtsaO5CCH777x4QSzg=/206x305/v1.bTsxMTI3MTI4NTtqOzE3MzY1OzEyMDA7MTIxMjsyMTk1,https://rottentomatoes.com/m/i_spit_on_your_corpse_i_piss_on_your_grave,2.7,gore
Jeepers Creepers,Victor Salva,2001,United States,45,48%,https://resizing.flixster.com/lE7E12wr019PPuBMLz7odGCKjL4=/206x305/v1.bTsxMTI5MDk3MDtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/jeepers_creepers,,
